Title,Rating,Review Date,Current or Past Employee,Employee Title,Location,Recommends,Outlook,Approves of CEO,Full-Time or Part-Time,Time Employeed,Pros,Cons,Advice to Management
"""Okay Part-Time gig""",3.0," Jan 5, 2016",Past,Line Worker,,No,Neutral,Yes,,Less than a year,Decent part-time wage<br>Free food<br>Flexible scheduling,Terrible restaurant management<br>Consistently working with terrible customers,
"""I really liked this job except they were real harsh on how fast i had to work and didnt take my handicap in consideratio""",2.0," Jan 4, 2016",Past,Kitchen Manager,"Plano, TX",Yes,Yes,Neutral,Full-time,More than a year,free meal every day and i liked helping people get the food they wanted.,they work the staff too hard for 9.00 the pay should be more like 11.50 as hard as they work the crew. and those young kids really think that this is good pay smh. theyre managers only make like 15 bucks an hour smh steve,be better problem solvers
"""workin at chipotle""",5.0," Dec 12, 2015",Current,Crew Member,"Fredericksburg, VA",Yes,Yes,Yes,,Less than a year,free food good vibes and 50% off when not working,really long hours and sometimes heavy workload but if your used to hard work then it really shouldnt bother you that much so besides that great place,
"""99% promote from within""",5.0," Dec 15, 2015",Past,General Manager,"Charlotte, NC",Yes,Yes,Neutral,Full-time,More than 3 years,Great Pay<br>Great Benefits<br>Vacations<br>Paid Training<br>Paid trips/Events<br>Challenging culture,High Turnover rate<br>Upkeep of culture and values,Make sure voids are filled as company expands to ensure development of future leaders
"""Lack of Human Capital""",3.0," Dec 30, 2015",Past,Anonymous Employee,,Yes,Yes,Neutral,Part-time,Less than a year,Very customer oriented. The operation tasks are focused to deliver the most value. Communication is facilitated well. The food is fresh and maintained at appropriate temperatures,"Management has trouble with worker retention. Workers leave consistently, making it difficult for other workers to keep up with none skilled workers, slowing the operation.","Improve incentive system to retain workers. Provide more flexibility in hours. Make the wage more competitive, since the work is relatively more physical than other restaurants."
"""Coworkers are great""",3.0," Dec 31, 2015",Current,Crew Member,"Live Oak, TX",No,Neutral,Yes,Part-time,,Coworkers really help you make it through any shift and are so nice and understanding for new employees.<br>Good discount,Understaffed especially at peak times<br>So busy to get stuff done you might not get a break when working 7hr shifts.,Communicate
"""Crew Member""",5.0," Dec 16, 2015",Current,Crew Member,"Phila, PA",Yes,Yes,Neutral,,Less than a year,I enjoy working in Public Relations.,I never worked at there,
"""Awesome Place""",5.0," Dec 12, 2015",Current,Anonymous Employee,"Lanham, MD",Yes,Yes,Yes,,Less than a year,Team are considered family. Great communication.,Fast paced. You have to have the energy. Stressful,
"""Emplyoment Review""",3.0," Dec 29, 2015",Current,Crew Member,"Glen Allen, VA",Yes,Neutral,Yes,Part-time,Less than a year,Work with some amazing coworkers that will help you in many ways to do your job.,Can be very stressful and busy when working,
"""Do Not Work Here""",2.0," Dec 27, 2015",Current,Prep Cook,"Kent, WA",No,No,Neutral,Part-time,Less than a year,Learn how to make certain food from scratch and free food,"A lot of work for minimum wage and you only get more of it, also since the ecoli scare the work has gotten a lot more technically almost to the point of unnecessary. They don't listen to there employees advice, as I did not want to make guac with rotten avacados I told them they were unsafe to serve but they went and did it anyway. And they wonder why they have had so many outbreaks? Since August 2025 to December 2015 they have had 4 outbreaks. Just don't work here or eat here please save yourself from getting sick",Management is terrible a bunch of people who don't know what they are doing and who cannot control there staff. And who expect you do to things when you are not properly trained and then reprimand you for doing it wrong. Strangest place I have ever worked with good ethics but bad follow through. Stop worrying about profit and actually do the things your company is supposedly know for.
"""work""",1.0," Jan 18, 2016",Past,Anonymous Employee,,No,Neutral,Neutral,Full-time,Less than a year,"you are able to get free food on the days that you work there, other than that you get discounts on days you dont.",some of the people bring negative energy to the workplace and sometimes passes it along to other workers and creates a bad environment,They need to be better organized and try not to crumb everything all together and have people working different positions.
"""GM""",4.0," Dec 14, 2015",Past,Restaurant Manager,"Fairbanks, AK",Yes,Yes,Yes,Part-time,Less than a year,Great Company to work for,Leadership changes were always happening,
"""Pay Rate""",3.0," Dec 21, 2015",Current,Chipotle Crew Member,"Watertown, MA",Yes,Neutral,Yes,Full-time,More than a year,"i like how there is a live atmosphere, i am never bored because of all the customers we get",it gets tiring sometime standing up for 10+ hours,get to know more about your employees and vice cersa
"""Restaurant General Manager""",3.0," Dec 22, 2015",Past,Restaurant General Manager,"Cincinnati, OH",No,Neutral,Neutral,,Less than a year,"Great people culture, great food vision, commitment to customers and team, big holidays off","Long hours, not a lot of time for family or friends. Important procedures were rolls out via phone call","When you commit to you managers and team, mean it. When things get hard or rough don't abandon them. That only sets them up for failure."
"""Chipotle""",3.0," Dec 26, 2015",Past,Anonymous Employee,,Yes,Neutral,Yes,Part-time,More than a year,"free food when working, 50% off when not. paid breaks","understaffed, not given enough hours",
"""Service manager""",4.0," Dec 9, 2015",Past,Anonymous Employee,"Elmhurst, IL",Yes,Yes,Neutral,Full-time,More than 3 years,Opportunities for advancement. Great group of people. Training is top notch. High standards,Wages were capped. Flexible schedules for managers aren't always existent.,Some managers need to be less Nazi like and look at the people you are working with as people and not just a number
"""Great work environment!""",5.0," Dec 8, 2015",Past,Anonymous Employee,"Champaign, IL",Yes,Neutral,Neutral,,Less than a year,Great atmosphere with a good sense of teamwork!,it is always very busy so it can get stressful at times.,
"""Crew""",4.0," Dec 9, 2015",Past,Crew Member,,Yes,Yes,Yes,Full-time,,There was a great social vibe while at work.,Hard to balance personal life.,
"""Chipotle""",2.0," Dec 21, 2015",Past,Anonymous Employee,,No,Neutral,Yes,Full-time,Less than a year,The food is the best part about the job,"lines are too long, short breaks, don't get to sit down at all and legs begin to hurt",Pay more
"""Okay, but not for me""",2.0," Dec 22, 2015",Current,Anonymous Employee,,Yes,Yes,Neutral,,More than a year,"Awesome people, good medical/dental/vision benefits. Also theres always room to move up and get promoted.","Be prepared to do EVERYTHING. Even if you're just applying to be a crew member for the front line, you will be expected to prepare barrels of salsas and cut vegetables, take out the trash, clean an entire area after your shift even if its a random shift in the middle of the day.",
"""Great place to work""",4.0," Dec 2, 2015",Past,Crew Member/Grill Cook,"Raytown, MO",Yes,Yes,Yes,,Less than a year,Free food fast case an awesome workers,very stressful at times but very exciting environment to begin,don't stress out too much and let it show
"""All in all good experience""",4.0," Dec 7, 2015",Past,Crew Member/Grill Cook,"Eugene, OR",Yes,Neutral,Neutral,Full-time,,"Management works around student schedules well, opportunity for lateral and vertical movement within the company, chance to learn basic yet essential kitchen skills, respectable vision and culture for a fast food restaurant, fast paced work environment, helpful management and quality work is noticed by management.","If the crew your work with has a lot of weak links the job becomes stressful because top performing crew members and managers are relied upon to pick up the slack of others, which is difficult considering how much UO kids love Chipotle.","Keep up the open communication between management and crew members, crew members respect the opportunity to be heard as well as noticed for their hard work. I'm impressed with Chipotle's willingness to recognize and develop its top performing crew members into management roles."
"""E.coli crisis""",3.0," Dec 19, 2015",Past,Anonymous Employee,,No,Yes,Neutral,Part-time,Less than a year,"While working here I learned a tremendous amount of cooking skills and speedy, precise actions to be a good worker wherever I go.",Workload was too much for the pay rate as a starting crew. When I would ask to be moved to another position they would dodge the question. I got laid off due to the e.coli crisis they are having since they were not making enough money to make hours for workers.,You were a crew member once too. So stop acting all high and mighty.
"""Decent company to work for. Especially in the fast casual restaurant industry""",4.0," Dec 3, 2015",Past,Kitchen Manager and Service Manager,"Duluth, MN",Yes,Yes,Yes,Full-time,More than a year,"Great company wide vision (to change the way people think about fast food for the better. ie fresh ingredients, GMO free, etc). Good opportunity for growth and promotion withing the company. Great leadership training if selected by the crew to be trained. Great team environment. Good store wide incentive to better yourself and the people you work with.","Low pay, especially at the crew level. The company has a difficult time with scheduling and staffing in general.",Stop growing so fast. Opening 2-3 restaurants a week nation wide is not sustainable and it is affecting many already existing restaurants negatively.
"""Trim the Fat from some ATL's, TL's and RD's""",4.0," Nov 27, 2015",Past,Restaurateur/General Manager,"Columbia, MO",Yes,Neutral,Neutral,Full-time,More than 3 years,"Great Core Values. Promote from with-in. Great Leadership Skill Taught from day one. 13 Characteristics, Steve Ells Dream is Real farm to fork, Empowered fully, Teams of all High Performers, High Standards with everything not just food....plus Free lunch/dinner","Steve Ells Dream is no longer followed to the T. They say remove low performers immeditly, yet the only problem is a lot of the low performers are the one on the board of directors or the Team Leaders already with power. Preach Family Values in the restaurant, but will turn there back and so called trim the fat with no remorse for the so called family.<br>I was even removed by my new team lead while she was telling me how good the P&amp;L numbers looked and congratulated me on sitting down with all 41 crew members in just a week, of course she said all that ... WHILE she was handing me a blank Term Form and then jetted out of Starbucks so fast I still was in shock of what just happened. To top it off I had just won a throughput contest, sales projects contest, and was assistant Manager of the Jefferson City Missouri Restaurateur team and was featured in the All Managers Conference DVD that same year for Excellent Training and Development. Family ..??.. this was the second time my team lead and I had ever met and she didn't even know my full name while terming me, yet I knew her and even called people support to learn more about her so she was more like family....Ya my life and I will forever will have a void where this company was and I even lost my wife because of the depression caused from this event.","If you have an Asset asking for guidance because they haven't seen a Team Lead or had a DJ in months and they are at the end of there current knowledge and development already recived and in direr need of knowledge... Help them or at least get to know them and the problems they are facing not just see it as a sign of weakness and fire a person who you haven't even taken the time to understand or help. I took that store from 2.1M/Yr to a 3.5M/Yr in sales in just under 13 months, lowered turnover by 80%, and throughput was from 98/Hr to 201/Hr, plus saving on average $2500 a month in M&amp;R. The bottom line was a nice 12% incline and was still moving up. Cut a man a break... not Cut a mans Job."
"""Good team""",2.0," Dec 16, 2015",Past,Anonymous Employee,"Houston, TX",No,Neutral,Neutral,Full-time,,You always learning something even in the bad times.,Sometimes the people who works there forget the values of the company.,Try to give more attention to the activities of all the crew...all are important.
"""Chipotle sucks""",1.0," Jan 5, 2016",Past,Team Member,,Yes,Yes,Yes,Part-time,,"Free food, hot guys to work with","Terribly rude management, must NEVER make a single mistake",
"""Great Experience""",4.0," Nov 30, 2015",Current,Anonymous Employee,,Yes,Yes,Yes,Full-time,Less than a year,Great pay for fast food industry.<br>Promotions are readily available<br>Benefits are offered to every employee,Strict standards and procedures<br>Very high expectations for all employees,Remember to not tear down workers will reviewing their performance.<br>Be humans
"""A rocky year""",2.0," Dec 15, 2015",Current,Anonymous Employee,,No,No,Yes,,Less than a year,The pros of working with this company is that you develop a wonderful relationship with the people around you. Everyone becomes your family. The principles they promote in chipotle are also easily transferable to your every day life.,The cons of working here is that management can sometimes feel manipulative and unreliable. They give you a sense of security until they feel you are comfortable. Very little notice of performance status and can fire for little insignificant things/,My advice to management would be to explore the human relations side of business and learn how to truly motivate and communicate with employees.
"""Good Company, Hard Work""",4.0," Nov 29, 2015",Current,Kitchen Manager,"Sterling, VA",Yes,Yes,Yes,Full-time,More than a year,"Great benefits for a basic food job. Good starting pay with ample opportunity to move up through hard work. Tuition reimbursement, health, dental, and vision. Great place to work for.",You will go crazy some days having to do a million things and being asked to do that simultaneously like you are 3 or 4 people. Even when it is not busy. Sometimes they have to cut hours cause of sales which sucks.,Remember that your crew is only a single person and not three or four at a time.
"""Food with integrity for the win!""",4.0," Nov 28, 2015",Past,Cashier and Crew Member,"Exton, PA",Yes,Neutral,Yes,Full-time,More than a year,"- Great hours/ lots of overtime<br>- flexible with schedule<br>- fast-paced, friendly environment<br>- professional advancement<br>- referral bonuses",- favoritism between management and crew members<br>- constant over-turn of employees,Treat all employees equally.
"""Crew member""",3.0," Dec 12, 2015",Past,Anonymous Employee,,Yes,Yes,Yes,Part-time,,"Good hours, great people, get tips, and free food","Constantly busy, non stop ordered, lots of cleaning up, and a lot of food preping","Be able to work at a face pace, and have a great attitude because there will be plenty of rude customers. Have great customer service skills"
"""Good Until Recently""",4.0," Nov 24, 2015",Current,Anonymous Employee,,Yes,Yes,Yes,Part-time,More than a year,"Really friendly people and managers<br>You really do take part in making all the food, no microwaves or freezers in the entire store<br>Other employees are encouraged to work hard<br>My manager gives me flexible hours if given enough notice.","Experience varies by location, not to be underestimated. I've heard of horrible stores that were filthy, and no one cared a whit about you even worked in one. By the by though, most of the people/managers I've met who work at chipotle are friendly<br><br>Corporate will take a LONG time to fix any problems<br>You are expected to basically run the store yourself. This means knowing all the things to clean in the store, how to fix the simpler things like grounded cables that are broke. How to handle basic manager tasks etc. They call it being a ""top performer"". Honestly though I didn't mind it, but it is something to keep in mind.","Do what you say you are going to do. We notice when you procrastinate. We also notice who the managers are who always are on top of their game, and corporate will likely pick up on that when they do their visits."
"""Good oversll""",4.0," Nov 25, 2015",Current,Anonymous Employee,,No,Neutral,Neutral,Part-time,Less than a year,"GOOD PAY , awesome environment really really really love the coworkers they are truly the best",Very hard work. Don't work there as your very first job. You will be EXHAUSTED . Multi tasking is very important,Be polite to your employees. They are there to help you. If you are a good manager they will keep the company running smoothly
"""Good job to gain expirience for your future career""",2.0," Dec 9, 2015",Current,Anonymous Employee,,Yes,Neutral,Yes,,Less than a year,They could care less about tattoos and piercings and you meet a lot of cool people,Managers aren't that great and don't pull there weight,Focus more on customer service then restaurateur
"""Ok as a first job""",3.0," Dec 7, 2015",Past,Team Member,"Dallas, TX",No,No,Neutral,Part-time,Less than a year,Teaches you the very basics of customer service. Gained a huge respect for those that work in the food industry. If you're in it for the long haul they hire most of their managers from the inside.,"Little to no tipping, manager's can be overbearing at times (though I imagine this changes from location to location). As is with most part time jobs, you get little to no say on the hours you are assigned and that can be frustrating. There seems to be a rather high turnover rate which makes it difficult to get to know everyone.","If an employee obviously needs to be retrained in something then please take the time to do so. Apart from that the base pay is barely above minimum, I feel that at least 9.50 per hour is deserved."
"""Chipotle crew/ take-out specialist""",4.0," Nov 21, 2015",Current,Anonymous Employee,,Yes,Yes,Yes,Full-time,More than a year,"Extensive hiring process means that if you are hired, you'll be working with people like you. You stay busy throughout pretty much the entire shift, making the shifts go pretty fast. Opportunities for quick promotions. Paid breaks! Every 6 months, opportunity for a raise based on performance review.",High volume of customers can sometimes be a bit overwhelming. Often stuck in one position in the store for a full shift.,
"""Manager""",3.0," Dec 5, 2015",Past,Anonymous Employee,,Yes,Yes,Neutral,Full-time,More than a year,"Great vision. They really push for a positive atmosphere, where delivering the best customer service and food is key to success.","Very political system of management. It is more of a popularity contest, as you get your promotions based on how everyone else rates you.","Develop everyone better to enhance the overall atmosphere, and to believe in all crew members even though they don't meet ""your"" version of the 13."
"""Line worker""",4.0," Nov 19, 2015",Current,Anonymous Employee,,Yes,Neutral,Neutral,Part-time,,Great people to work with and great benefits and ok pay.,It can get crazy and busy.,Get more people on the working during rush hour so that people may get though the line easer.
"""Have to Put in the work""",3.0," Dec 4, 2015",Past,Cashier and Crew Member,"Plano, TX",Yes,No,Neutral,Full-time,,the co-workers are like my family<br>free food when on break<br>I good place to learn new things,it gets really busy<br>very late nights<br>always have to be moving,
"""Great depending on the location""",3.0," Dec 4, 2015",Current,Anonymous Employee,,Yes,Yes,Yes,Part-time,,Room for advancement<br>Great company values,Value of upper management varies depending on location<br>Get loaded with hours once put on salary<br>OT strongly discouraged,Work harder to find more valuable management that understand who would make a good Chipotle employee.
"""Crew mem""",4.0," Nov 19, 2015",Past,Student,"Santa Clara, CA",No,Yes,Neutral,Full-time,More than 3 years,Decent place to work. The experience is highly dependent on the people you work with.,Busy. Cranky customers. Sometimes you get so busy you don't take breaks. Then you get stuck taking them all at once. I skipped a lot of breaks.,
"""General Manager""",3.0," Dec 2, 2015",Past,General Manager,"Loxahatchee, FL",Yes,Yes,Yes,Part-time,More than a year,"Great benefits, fun atmosphere, and no glass ceiling.",No work life balance and empty promises,
"""Good workplace, but bad manager structure""",4.0," Nov 17, 2015",Past,Anonymous Employee,,Yes,Yes,Yes,Full-time,,Great food discount and great environment,a lot is asked of employees.,"Only one manager is allowed in the training pipeline. It is unfair when a store is under staffed and only one person is allowed to go through training. I was trying to be a manager, but because a KMIT was not completing his/her book I wasn't allowed to start. This obviously is on the manger's fault, but how can they focus on getting people through the manager training pipeline when they are already understaffed and a busy store. I saw 3 GM's go for this reason and personally I don't think it was right to fire them. So much is asked of them and they are only one person. It is a lot to carry on your shoulders."
"""restaurateur""",4.0," Nov 18, 2015",Past,Restaurateur +,"Minneapolis, MN",Yes,Yes,Yes,Full-time,More than 5 years,"They allow you to grow into your own leader and management style with great direction. The people you work with are very genuine. Fast paced, fun environment in the restaurants.","Salary pays you for 40 hour work weeks, but once you get into higher levels of management you often work close to 60 hours.",
"""Sucked""",1.0," Dec 21, 2015",Past,Anonymous Employee,,Yes,Neutral,Neutral,Part-time,,-Got your meals paid when you went on break,-Made you overworked<br>-Managers were never flexible with your schedules<br>-Most of the time managers left to go run errands to leave you in the midst of peak hour,
"""good place to work""",4.0," Nov 17, 2015",Current,Chipotle Crew Member,"Woodbury, MN",Neutral,Yes,Yes,Full-time,More than 5 years,The workers were cool and even the managers. They felt like they were your coworker because they worked with you and did everything that you did.,Some of the down side is that the pay wasn't too great. I did a lot of work for little.,"If the pay was better, I could've been a good place to work at and I'll still be there."
"""Apprentice""",4.0," Nov 17, 2015",Past,Apprentice,,Yes,Neutral,Neutral,Part-time,,Usually the staff is pretty good.<br>Pay is decent.<br>Most managers are good people.<br>Promotion from within.<br>Training is good.,"Has definitely become more ""corporate"" over the years going from creating a cool culture to being focused just on profit at the expense of employees or the customer experience.<br>If you are an hourly employee the health plan is horrendous.","Give the individual locations' GM's, etc, more responsibility and authority to create great experiences in their individual locations to grow the business."
"""Crew Member""",3.0," Nov 30, 2015",Past,Crew Member,,Yes,Yes,Yes,Full-time,More than a year,"Good pay for fast food industry, benefits offered to everyone, fast-paced work doesn't leave time to get bored","Extremely fast paced, a lot is expected of you. Understaffing at my location led to severe scheduling problems and overworked employees. The journal you had to keep made me feel like I was in elementary school all over again.",
"""Crew Member""",4.0," Nov 16, 2015",Past,Anonymous Employee,"Knoxville, TN",Yes,Yes,Yes,Full-time,Less than a year,"Wonderful atmosphere, great co workers. Ample opportunity to grow within the company. Transparent company, can talk to your superiors without any problem","Not too much to say negatively about Chipotle. When someone isn't fit for the company, they are let go",
"""Horrible job, false hope""",1.0," Dec 18, 2015",Past,Crew Member,"Hudson, OH",No,No,Neutral,Full-time,Less than a year,There was good food and they pay above minimum. The shift meals were free. You can wear jeans too so the uniform isn't bad.,Management is a joke. They promote friends over the people who are qualified. They couldn't get my availability down so for a month scheduled me on the days where I had class all night.,Cut the crap and start running the place with integrity instead of just preaching it.
"""Terrible Military Supporters""",2.0," Nov 28, 2015",Past,Anonymous Employee,,No,No,Yes,,More than 3 years,"Free food, not hard work","Fake fellow team members and managers...one manager likes you the other shift doesn't...equals no JOB...They sent me a email stating I couldn't get the job, the day before my second interview for them...???","Get you stuff together, and pick better people to run the store...instead of those who just pick style and favorites before quality workers."
"""General manager""",4.0," Nov 13, 2015",Current,General Manager,"Charlotte, NC",Yes,Neutral,Neutral,Full-time,,Closed 5 holidays.<br>Out by 11<br>No early mornings<br>Work 5 days a week,Long hours for minimal pay,
"""Cool food""",5.0," Nov 11, 2015",Current,Anonymous Employee,,Yes,Yes,Yes,Full-time,More than 3 years,Great work environment it's a life changing experience,Not every worker pushes themselves to better the team,I have no advice to my managers there great
"""Customer care""",5.0," Nov 12, 2015",Past,Anonymous Employee,,Yes,Yes,Yes,Full-time,Less than a year,"great place to work, good benefits and the schedule is great. they are very busy so the time flies by.",not a whole lot of chances for advancement. would like to see more training available to promote within the company,"Work on promoting from with in the company, and additional training opportunities. Some obvious favoritism from managers in certain areas."
"""It's an alright job if you can mutitask well""",3.0," Nov 25, 2015",Current,Crew Member,"San Diego, CA",No,Neutral,Neutral,Full-time,More than a year,"Paid breaks, Free lunch Room for advancement, Chipotle promotes from within",If you don't fit in with the rest of your crew and management right away or if the rest of the crew doesn't like you management will fire you on the spot . You also need to be able to multitask really well and fast. Unfortunately Chipotle plays favorites.,Stop playing favorites and give crew members more time to develop their skills and adapt to there surroundings. Two weeks isn't enough time to develop much of anything considering there is so much to learn at Chipotle.
"""Great Workplace""",5.0," Nov 1, 2015",Current,Anonymous Employee,,Yes,Yes,Neutral,Part-time,,"It's a job where management actually cares about you. The team is great, even the field leader is an awesome dude. It's very transparent. Most of the crew members have an idea of what's going on in the store such as sales and new hires. It's super fun!","While a nice place to work, there are some downsides. Hours, if you're part-time can change dramatically, sometimes you'll see good people go for silly reasons.",Keep up the good work! Just remember to do 1on 1s with your employees every two weeks.
"""My job is fairly easy I greet customers and prepare their food right in front of them.""",4.0," Nov 8, 2015",Current,Line Worker,"Norcross, GA",Yes,Neutral,Neutral,Part-time,Less than a year,This is a place where you can definitely move up and everyone has great attitudes and are willing to help you.,"The only con is the language barrier, most of the time everyone is speaking Spanish to each other and I cannot understand what they are saying. But if you can learn Spanish or already speak it then its a great place to work.",
"""General Review""",3.0," Nov 21, 2015",Past,Crew Member,"Tysons Corner, VA",Yes,Yes,Yes,Full-time,More than a year,"They pay better than the typical fast food joint and you get a free burrito every time you work there. Also, there are lots of opportunities for upward mobility and the company constantly tries to keep you excited about Chipotle and the mission. You feel valuable even as a lowly crew member.","Because of the restaurateur system, many restaurants are focused solely on fitting the standards for a restaurateur when they are evaluated. Also, people get extremely defensive about their burritos.","Focus less on becoming a restaurateur and more on keeping your employees happy and running a good restaurant. Also, follow the Chipotle corporate management guidelines to the T; they rock."
"""Beware the high schoolers!""",4.0," Nov 4, 2015",Current,Service Manager,"Denver, CO",Yes,Yes,Neutral,Full-time,More than a year,"Near unlimited potential for growth.<br>Decent benefits and pay package, respective to the industry.<br>Strong culture.<br>High quality food--no exaggeration.",Jobs like this tend to attract bottom feeders and first timers. You may be subject to their whims at every level of employment.,Check in more often with store-level employees to see things don't get carried away.
"""Kitchen Manager""",5.0," Nov 7, 2015",Current,Kitchen Manager,"Bellbrook, OH",Yes,Yes,Neutral,Part-time,More than a year,"Happy, encouraging, elevating, hospitable environment. Move to management fast.",Can be really fast paced which can cause stress. MUST follow the company rules.,
"""Chipotle Employment""",5.0," Nov 7, 2015",Current,Crew Member,"Tucson, AZ",Yes,Neutral,Neutral,,Less than a year,Benefits<br>Good Food<br>Flexibility<br>Challenging<br>Fun Environment<br>If dedicated to the company (Relativity easy to move up in the company),Crew Members (Need to be more motivated)<br>Need to work on setting up team for success<br>Hard Work ( If crew has low performers)<br>Management needs to be more strike (To many call outs from crew members),Management is doing a great job! Having themes help us figure out what we need to improve on in order to become a Restaurant Tour.
"""Good while it lasts""",2.0," Nov 22, 2015",Past,Anonymous Employee,,No,No,Yes,Full-time,More than 3 years,Great hardworking crew and team around you and free food once per shift and great environment to work in everyday,"Don't really care about workers or effort you do put in, days can be long and hard and getting a lot of hours is pretty hard","Motivate crew and understand what good work they do, focus more on the culture and let the crew grow together"
"""Working there,""",2.0," Nov 22, 2015",Past,Team Member,"Daytona Beach, FL",No,Neutral,Neutral,Full-time,,-Free Meal when on duty and 50% off(but only on one meal)<br>That's about it.,"Most of the managers play favorites.When you first start the job,they throw you into it,dont really train you.They will say you need improvement but don't give you the chance to improve.You will never go home on time.You never get a real chance to show your skills because your new.",Be Better.
"""its okay""",3.0," Nov 21, 2015",Current,Anonymous Employee,,No,Yes,Neutral,Part-time,,get payed $9 an hour,"Very disorganized, they're very bad at scheduling people and usually don't care, it's not their problem apparently.",Be more organized and professional
"""Great Company to work for""",4.0," Nov 6, 2015",Past,Cashier and Crew Member,"Philadelphia, PA",Yes,Neutral,Neutral,Full-time,Less than a year,"I loved working at Chipotle. The location I worked at was new, but the managers were from other locations so they knew what they were doing. I worked with mostly very nice people who cared about the quality of service we delivered to the customers. It was like a family. If you are a good worker, and want to make a career in this type of setting, many career advancement opportunities. I was told I could be a kitchen manager in three months, but I wasn't interested.","Low pay, because it is a fast food like job, some of the people you work with are not dedicated, and cause drama in the workplace. A lot of cooperate HR junk initiatives you have to memorize.",cut down on the fluff cooperate initiatives.
"""awesome experience""",5.0," Nov 5, 2015",Current,Chipotle Crew Member,"North Zanesville, OH",Yes,Yes,Yes,,Less than a year,"awesome team work, and act like a family","long hours, and really theres nothing else there for me to day about it so far",n/a
"""Apprentice""",2.0," Nov 19, 2015",Current,Anonymous Employee,,No,Neutral,Neutral,Full-time,More than a year,"-Lots of opportunities for growth in the company<br>-Has a great concept of creating great cultures in restaurants<br>-great food, if cook properly","-Under compensated for responsibility in the restaurant<br>-Most work a minimum of 49 hours as a salary manager, ended up working more.","Advice for current and future employees, stay in school and their is better opportunities out there with better pay!"
"""Decent Job""",4.0," Nov 4, 2015",Past,Anonymous Employee,,No,Yes,Neutral,Full-time,,"Free Chipotle, Great Hours, Fast-Paced: Makes the shifts fly by","Sometimes too hectic, always busy",
"""get ready...""",3.0," Nov 18, 2015",Current,Anonymous Employee,,Yes,Yes,Yes,,More than a year,"Fast paced, fun environment, opportunity to learn a lot",Not paid for all the work you do... need to speak Spanish to be promoted fast,Remember your workers are ppl.
"""Good job""",5.0," Nov 3, 2015",Current,Anonymous Employee,,Yes,Yes,Neutral,Full-time,More than a year,Great chance to grow with company,"hard work, dirty work environment",
"""Horrible Place To work""",1.0," Dec 9, 2015",Past,Trainer,"Pikesville, MD",No,No,Neutral,Full-time,More than a year,"customers are friendly, one free meal a day","pay is low, managers show favoritism, scheduling is bad, no room for advancement",
"""Awesome place :D""",4.0," Nov 2, 2015",Past,Anonymous Employee,,Yes,Neutral,Yes,Part-time,More than a year,"free food while working, great managers, company with integrity and food/kitchen was always really clean!!",raises should be more often and more than 15 cents-25 cents...,
"""Kitchen Manager""",4.0," Nov 3, 2015",Past,Kitchen Manager,"Mission Viejo, CA",No,Neutral,Neutral,Full-time,More than 3 years,"Free food, good training, people who believe in you.","Must work fast and accurately, can be stressful at times.",
"""Too much""",3.0," Nov 17, 2015",Past,Crew Member,,Yes,Yes,Yes,Part-time,Less than a year,Support<br>Experience<br>Good benefits<br>Great Opportunity<br>Balance between personal life and work<br>A challenge,Sexually harassed<br>Too much work for the pay<br>Discriminated<br>Didn't feel welcomed<br>Slow promotion<br>Don't apply if you're not emotionally and mentally ready for a lot of physical activity,Don't touch or kiss your employees and don't promise promotion when you can't keep that promise
"""Great place to work (:""",5.0," Nov 2, 2015",Past,Service Manager,"Phoenix, AZ",Yes,Yes,Yes,Part-time,Less than a year,They give you a place you can grow and meet great people!,The pay isn't the greatest and moving up is a constant popularity battle between the upper management and the other crew members.,Quit changing the definitions or put someone in place that isn't going to word them incorrectly.
"""Very poor management""",2.0," Nov 16, 2015",Current,Restaurant Team Member,"East Lansing, MI",Yes,Yes,Yes,Part-time,,Lots of opportunities to get free food and get my friends free or cheap food. When no ones in the store it's fun.,They require you to do a lot of work. You have to be fast and good under pressure to work at chipotle.,
"""Absolutely amazing""",5.0," Oct 30, 2015",Past,Cashier/Crew Member,"Wexford, PA",Yes,No,Neutral,Full-time,Less than a year,"The company cares about employees and has quick paths to management positions, free meals with each shift, 50% off on off days, training process is one of the best","Extremely busy, no down time, expect to get calls on off days requesting to come in, managers get moved among branches way too often",Instead of expanding faster then managers can be trained slow down and focus on making more current stores up to the restaurantor status
"""Crew member""",2.0," Nov 14, 2015",Past,Crew Member,"Greenbelt, MD",Yes,Yes,Yes,Part-time,Less than a year,"Good food, friendly management and co-workers",over work for little pay,
"""Great Company""",5.0," Oct 27, 2015",Current,Anonymous Employee,,Yes,Yes,Yes,Full-time,,"Amazing people culture, endless opportunities, they really care about their people.","It's not for everyone. You have to be a real team player. If the right management team is not in place, it is easy for good people to be lost.",Be empowering. Follow your developmental plan tools and set your teams up for success.
"""Chiptole""",1.0," Dec 2, 2015",Past,Anonymous Employee,,No,No,Neutral,Full-time,More than a year,There is the opportunity to eat their delicious food for free. You can mix and match and you also get really good discounts!,Depending on where you are located you could end up in a terrible place! Katy individuals who act like they’re in grade school. Working through breaks and lack of real management presence.,Read a book and get some training!
"""Not much better than any other fast food place""",2.0," Nov 11, 2015",Past,Anonymous Employee,"Centerville, OH",No,Neutral,Neutral,Full-time,More than a year,They make relatively good food and employees are nice.,"Bad wages, they have a fake personalities in management and the whole company is a pr scam.",
